language,model,mode,layer,n,clean,intervened,ctrl_random_position,ctrl_random_direction,ctrl_same_role,specificity,cases_scored,cases_available,git_commit
php,qwen25coder15b,ablate,20,16,6.666,-6.2446,6.5029,,,79.165,16,18,08e9d2335346
php,qwen25coder15b,ablate,24,16,6.666,0.6279,6.251,,,14.548,16,18,08e9d2335346
php,qwen25coder15b,ablate,28,16,6.666,6.666,6.666,,,,16,18,08e9d2335346
php,qwen25coder15b,patch,0,16,6.666,-4.4746,5.1592,,,7.393,16,18,08e9d2335346
php,qwen25coder15b,patch,4,16,6.666,-4.7588,4.2598,,,4.748,16,18,08e9d2335346
php,qwen25coder15b,patch,8,16,6.666,-4.5464,4.6875,,,5.667,16,18,08e9d2335346
php,qwen25coder15b,patch,12,16,6.666,-4.1982,4.9238,,,6.236,16,18,08e9d2335346
php,qwen25coder15b,patch,16,16,6.666,-3.9683,4.6553,,,5.289,16,18,08e9d2335346
php,qwen25coder15b,patch,20,16,6.666,-3.4585,4.8232,,,5.494,16,18,08e9d2335346
php,qwen25coder15b,patch,24,16,6.666,0.9629,5.0784,,,3.592,16,18,08e9d2335346
php,qwen25coder15b,patch,28,16,6.666,6.666,5.9546,,,0.0,16,18,08e9d2335346
php,qwen25coder15b,steer,0,8,5.9902,5.291,6.0586,4.6816,,10.229,8,18,08e9d2335346
php,qwen25coder15b,steer,4,8,5.9902,5.2598,5.9258,6.0449,,11.333,8,18,08e9d2335346
php,qwen25coder15b,steer,8,8,5.9902,5.2129,5.9844,5.8418,,132.667,8,18,08e9d2335346
php,qwen25coder15b,steer,12,8,5.9902,5.1875,6.0527,5.8438,,12.844,8,18,08e9d2335346
php,qwen25coder15b,steer,16,8,5.9902,5.3418,6.1152,5.7773,,5.188,8,18,08e9d2335346
php,qwen25coder15b,steer,20,8,5.9902,5.1309,5.4336,5.9785,,1.544,8,18,08e9d2335346
php,qwen25coder15b,steer,24,8,5.9902,5.0918,6.0684,5.9531,,11.5,8,18,08e9d2335346
php,qwen25coder15b,steer,28,8,5.9902,5.9902,5.7793,5.9902,,0.0,8,18,08e9d2335346
php,starcoder27b,ablate,0,17,6.8506,-3.7603,5.66,,,8.912,17,18,08e9d2335346
php,starcoder27b,ablate,4,17,6.8506,-7.409,6.1149,,,19.381,17,18,08e9d2335346
php,starcoder27b,ablate,8,17,6.8506,-5.5781,6.2204,,,19.719,17,18,08e9d2335346
php,starcoder27b,ablate,12,17,6.8506,-5.5423,6.1517,,,17.73,17,18,08e9d2335346
php,starcoder27b,ablate,16,17,6.8506,-5.5388,6.0375,,,15.236,17,18,08e9d2335346
php,starcoder27b,ablate,20,17,6.8506,-1.7822,6.111,,,11.671,17,18,08e9d2335346
php,starcoder27b,ablate,24,17,6.8506,4.1487,6.1697,,,3.968,17,18,08e9d2335346
php,starcoder27b,ablate,28,17,6.8506,6.111,6.7194,,,5.637,17,18,08e9d2335346
php,starcoder27b,ablate,32,17,6.8506,6.8506,6.102,,,0.0,17,18,08e9d2335346
php,starcoder27b,patch,0,17,6.8506,-3.8982,5.2659,,,6.783,17,18,08e9d2335346
php,starcoder27b,patch,4,17,6.8506,-4.6944,5.031,,,6.345,17,18,08e9d2335346
php,starcoder27b,patch,8,17,6.8506,-4.4168,5.0124,,,6.13,17,18,08e9d2335346
php,starcoder27b,patch,12,17,6.8506,-4.1526,5.1012,,,6.289,17,18,08e9d2335346
php,starcoder27b,patch,16,17,6.8506,-3.6261,5.7256,,,9.313,17,18,08e9d2335346
php,starcoder27b,patch,20,17,6.8506,-0.9623,5.5813,,,6.155,17,18,08e9d2335346
php,starcoder27b,patch,24,17,6.8506,4.5506,5.7622,,,2.113,17,18,08e9d2335346
php,starcoder27b,patch,28,17,6.8506,5.9876,6.4237,,,2.022,17,18,08e9d2335346
php,starcoder27b,patch,32,17,6.8506,6.8506,6.8506,,,,17,18,08e9d2335346
php,starcoder27b,steer,0,9,6.25,5.2743,6.3698,6.1823,,8.145,9,18,08e9d2335346
php,starcoder27b,steer,4,9,6.25,5.4696,6.2422,6.1901,,99.889,9,18,08e9d2335346
php,starcoder27b,steer,8,9,6.25,5.5616,6.3003,6.2431,,13.672,9,18,08e9d2335346
php,starcoder27b,steer,12,9,6.25,5.5399,6.3889,6.1814,,5.112,9,18,08e9d2335346
php,starcoder27b,steer,16,9,6.25,5.5955,6.1797,6.2778,,9.309,9,18,08e9d2335346
php,starcoder27b,steer,20,9,6.25,5.2587,6.1363,6.2135,,8.718,9,18,08e9d2335346
php,starcoder27b,steer,24,9,6.25,5.6068,6.1276,6.2465,,5.255,9,18,08e9d2335346
php,starcoder27b,steer,28,9,6.25,6.0677,6.2005,6.2257,,3.684,9,18,08e9d2335346
php,starcoder27b,steer,32,9,6.25,6.25,5.8746,6.25,,0.0,9,18,08e9d2335346
python,qwen2515b,ablate,0,176,10.2757,-1.868,8.1987,,,5.847,176,176,15b5077d3922
python,qwen2515b,ablate,4,176,10.2757,-0.724,8.8723,,,7.838,176,176,15b5077d3922
python,qwen2515b,ablate,8,176,10.2757,-1.2041,8.9347,,,8.561,176,176,15b5077d3922
python,qwen2515b,ablate,12,176,10.2757,-1.0946,9.4041,,,13.046,176,176,15b5077d3922
python,qwen2515b,ablate,16,176,10.2757,-1.1672,9.8374,,,26.108,176,176,15b5077d3922
python,qwen2515b,ablate,20,176,10.2757,-0.7957,9.4862,,,14.024,176,176,15b5077d3922
python,qwen2515b,ablate,24,176,10.2757,3.5944,10.0935,,,36.68,176,176,15b5077d3922
python,qwen2515b,ablate,28,176,10.2757,10.2757,9.9615,,,0.0,176,176,15b5077d3922
python,qwen2515b,patch,0,176,10.2757,-2.4511,7.076,,,3.978,176,176,15b5077d3922
python,qwen2515b,patch,4,176,10.2757,-2.4249,8.2425,,,6.247,176,176,15b5077d3922
python,qwen2515b,patch,8,176,10.2757,-2.6723,8.1103,,,5.98,176,176,15b5077d3922
python,qwen2515b,patch,12,176,10.2757,-2.5471,8.3423,,,6.632,176,176,15b5077d3922
python,qwen2515b,patch,16,176,10.2757,-2.2709,8.5405,,,7.231,176,176,15b5077d3922
python,qwen2515b,patch,20,176,10.2757,-1.7502,8.3358,,,6.199,176,176,15b5077d3922
python,qwen2515b,patch,24,176,10.2757,2.841,8.6905,,,4.69,176,176,15b5077d3922
python,qwen2515b,patch,28,176,10.2757,10.2757,9.8349,,,0.0,176,176,15b5077d3922
python,qwen2515b,steer,0,88,9.8673,9.3959,9.8659,9.8273,,356.933,88,176,15b5077d3922
python,qwen2515b,steer,4,88,9.8673,8.8954,9.8853,9.8427,,53.796,88,176,15b5077d3922
python,qwen2515b,steer,8,88,9.8673,8.6635,9.885,9.8602,,67.755,88,176,15b5077d3922
python,qwen2515b,steer,12,88,9.8673,8.5127,9.7781,9.7947,,15.184,88,176,15b5077d3922
python,qwen2515b,steer,16,88,9.8673,8.3771,9.8691,9.7398,,794.556,88,176,15b5077d3922
python,qwen2515b,steer,20,88,9.8673,8.2047,9.7015,9.751,,10.033,88,176,15b5077d3922
python,qwen2515b,steer,24,88,9.8673,7.6927,9.8777,9.7545,,209.132,88,176,15b5077d3922
python,qwen2515b,steer,28,88,9.8673,9.8673,9.7804,9.8673,,0.0,88,176,15b5077d3922
python,qwen25coder15b,ablate,0,176,10.8064,-0.4794,9.1484,,,6.807,176,176,15b5077d3922
python,qwen25coder15b,ablate,4,176,10.8064,0.4622,9.2409,,,6.608,176,176,15b5077d3922
python,qwen25coder15b,ablate,8,176,10.8064,0.1123,9.7994,,,10.62,176,176,15b5077d3922
python,qwen25coder15b,ablate,12,176,10.8064,0.2868,10.0526,,,13.956,176,176,15b5077d3922
python,qwen25coder15b,ablate,16,176,10.8064,0.3194,10.49,,,33.146,176,176,15b5077d3922
python,qwen25coder15b,ablate,20,176,10.8064,0.5679,9.9813,,,12.41,176,176,15b5077d3922
python,qwen25coder15b,ablate,24,176,10.8064,4.428,10.6109,,,32.635,176,176,15b5077d3922
python,qwen25coder15b,ablate,28,176,10.8064,10.8064,10.5167,,,0.0,176,176,15b5077d3922
python,qwen25coder15b,patch,0,176,10.8064,-2.3201,7.6421,,,4.148,176,176,15b5077d3922
python,qwen25coder15b,patch,4,176,10.8064,-2.4504,8.7533,,,6.457,176,176,15b5077d3922
python,qwen25coder15b,patch,8,176,10.8064,-2.4682,8.837,,,6.741,176,176,15b5077d3922
python,qwen25coder15b,patch,12,176,10.8064,-2.3766,8.984,,,7.234,176,176,15b5077d3922
python,qwen25coder15b,patch,16,176,10.8064,-2.1439,9.1366,,,7.756,176,176,15b5077d3922
python,qwen25coder15b,patch,20,176,10.8064,-1.6342,8.9317,,,6.636,176,176,15b5077d3922
python,qwen25coder15b,patch,24,176,10.8064,2.7477,9.428,,,5.846,176,176,15b5077d3922
python,qwen25coder15b,patch,28,176,10.8064,10.8064,10.3188,,,0.0,176,176,15b5077d3922
python,qwen25coder15b,steer,0,88,10.7455,10.4889,10.7411,10.6022,,58.675,88,176,15b5077d3922
python,qwen25coder15b,steer,4,88,10.7455,10.0042,10.7429,10.7145,,280.672,88,176,15b5077d3922
python,qwen25coder15b,steer,8,88,10.7455,9.7952,10.7203,10.7124,,37.723,88,176,15b5077d3922
python,qwen25coder15b,steer,12,88,10.7455,9.6538,10.6639,10.7551,,13.384,88,176,15b5077d3922
python,qwen25coder15b,steer,16,88,10.7455,9.6323,10.7513,10.6325,,192.912,88,176,15b5077d3922
python,qwen25coder15b,steer,20,88,10.7455,9.5728,10.615,10.638,,8.984,88,176,15b5077d3922
python,qwen25coder15b,steer,24,88,10.7455,9.5145,10.7467,10.6679,,1027.13,88,176,15b5077d3922
python,qwen25coder15b,steer,28,88,10.7455,10.7455,10.6507,10.7455,,0.0,88,176,15b5077d3922
python,starcoder27b,ablate,0,176,10.7344,-0.5598,8.6679,,,5.465,176,176,15b5077d3922
python,starcoder27b,ablate,4,176,10.7344,-1.0835,10.2879,,,26.471,176,176,15b5077d3922
python,starcoder27b,ablate,8,176,10.7344,-0.2285,9.882,,,12.862,176,176,15b5077d3922
python,starcoder27b,ablate,12,176,10.7344,-0.1475,10.202,,,20.44,176,176,15b5077d3922
python,starcoder27b,ablate,16,176,10.7344,-0.1806,9.7366,,,10.94,176,176,15b5077d3922
python,starcoder27b,ablate,20,176,10.7344,4.9837,10.2049,,,10.86,176,176,15b5077d3922
python,starcoder27b,ablate,24,176,10.7344,8.1626,10.2652,,,5.481,176,176,15b5077d3922
python,starcoder27b,ablate,28,176,10.7344,9.9869,9.9171,,,0.915,176,176,15b5077d3922
python,starcoder27b,ablate,32,176,10.7344,10.7344,10.1018,,,0.0,176,176,15b5077d3922
python,starcoder27b,patch,0,176,10.7344,-2.5975,7.4481,,,4.057,176,176,15b5077d3922
python,starcoder27b,patch,4,176,10.7344,-2.8576,9.0068,,,7.868,176,176,15b5077d3922
python,starcoder27b,patch,8,176,10.7344,-2.5946,9.1977,,,8.674,176,176,15b5077d3922
python,starcoder27b,patch,12,176,10.7344,-2.3089,9.387,,,9.68,176,176,15b5077d3922
python,starcoder27b,patch,16,176,10.7344,-1.9028,9.2664,,,8.609,176,176,15b5077d3922
python,starcoder27b,patch,20,176,10.7344,2.3543,9.1931,,,5.437,176,176,15b5077d3922
python,starcoder27b,patch,24,176,10.7344,7.6774,9.5633,,,2.61,176,176,15b5077d3922
python,starcoder27b,patch,28,176,10.7344,9.7249,10.0815,,,1.546,176,176,15b5077d3922
python,starcoder27b,patch,32,176,10.7344,10.7344,10.4473,,,0.0,176,176,15b5077d3922
python,starcoder27b,steer,0,88,10.3513,10.1679,10.3566,10.3466,,34.632,88,176,15b5077d3922
python,starcoder27b,steer,4,88,10.3513,10.0184,10.3573,10.375,,55.053,88,176,15b5077d3922
python,starcoder27b,steer,8,88,10.3513,9.9217,10.3255,10.3459,,16.687,88,176,15b5077d3922
python,starcoder27b,steer,12,88,10.3513,9.8686,10.3415,10.3227,,49.535,88,176,15b5077d3922
python,starcoder27b,steer,16,88,10.3513,9.741,10.2614,10.323,,6.794,88,176,15b5077d3922
python,starcoder27b,steer,20,88,10.3513,9.6299,10.2676,10.3039,,8.624,88,176,15b5077d3922
python,starcoder27b,steer,24,88,10.3513,9.7597,10.3302,10.3155,,28.114,88,176,15b5077d3922
python,starcoder27b,steer,28,88,10.3513,10.0956,10.3053,10.3104,,5.565,88,176,15b5077d3922
python,starcoder27b,steer,32,88,10.3513,10.3513,10.2902,10.3513,,0.0,88,176,15b5077d3922
